State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Karnataka,Kolar,Chintamani,Carrot,Carrot,FAQ,7/28/2023,2500,3500,3000
Karnataka,Shimoga,Shimoga,Carrot,Carrot,FAQ,7/28/2023,2800,3000,2900
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,7/28/2023,4400,4800,4500
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,7/28/2023,6000,6500,6000
Kerala,Kollam,Anchal,Carrot,Carrot,FAQ,7/28/2023,8200,8400,8300
Kerala,Kottayam,Kuruppanthura,Carrot,Carrot,FAQ,7/28/2023,7500,8600,8000
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,FAQ,7/28/2023,4800,5200,5000
Kerala,Malappuram,Kondotty,Carrot,Other,FAQ,7/28/2023,6000,6200,6100
Kerala,Palakad,Pattambi,Carrot,Carrot,FAQ,7/28/2023,4800,5200,4900
Kerala,Thirssur,Chelakkara,Carrot,Other,FAQ,7/28/2023,8000,8500,8200
Maharashtra,Pune,Khed(Chakan),Carrot,Other,FAQ,7/28/2023,2000,2500,2250
Maharashtra,Pune,Pune,Carrot,Other,FAQ,7/28/2023,1000,2000,1500
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,FAQ,7/28/2023,1100,1400,1250
Maharashtra,Pune,Pune(Moshi),Carrot,Other,FAQ,7/28/2023,2000,2500,2250
Meghalaya,East Khasi Hills,Shillong,Carrot,Carrot,FAQ,7/28/2023,7000,10000,9000
Odisha,Sundergarh,Sargipali,Carrot,Other,FAQ,7/28/2023,4000,4500,4200
Punjab,Bhatinda,Bathinda,Carrot,Other,FAQ,7/28/2023,1800,2200,1800
Punjab,Jalandhar,Jalandhar City(Jalandhar),Carrot,Other,FAQ,7/28/2023,700,1100,900
Punjab,Mohali,Lalru,Carrot,Other,FAQ,7/28/2023,2000,2000,2000
Punjab,Sangrur,Bhawanigarh,Carrot,Other,FAQ,7/28/2023,1900,2000,1950
Rajasthan,Bikaner,Bikaner(F&V),Carrot,Other,FAQ,7/28/2023,1300,1500,1400
Telangana,Adilabad,Laxettipet,Carrot,Carrot,FAQ,7/28/2023,5000,5000,5000
Telangana,Hyderabad,Bowenpally,Carrot,Carrot,FAQ,7/28/2023,600,4000,3500
Telangana,Hyderabad,Gudimalkapur,Carrot,Carrot,FAQ,7/28/2023,1800,3500,2000
Telangana,Hyderabad,Mahboob Manison,Carrot,Carrot,FAQ,7/28/2023,3000,3000,3000
Telangana,Karimnagar,Karimnagar,Carrot,Carrot,FAQ,7/28/2023,3000,3000,3000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Carrot,Carrot,FAQ,7/28/2023,3000,4000,3500
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Carrot,Carrot,FAQ,7/28/2023,4500,4500,4500
Telangana,Warangal,Warangal,Carrot,Carrot,FAQ,7/28/2023,4500,5000,4750
Tripura,Sepahijala,Bishramganj,Carrot,Carrot,FAQ,7/28/2023,4000,5000,5000
Uttar Pradesh,Sultanpur,Sultanpur,Carrot,Carrot,FAQ,7/28/2023,2700,3000,2800
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Carrot,Other,FAQ,7/28/2023,3500,4000,3800
West Bengal,Darjeeling,Darjeeling,Carrot,Other,FAQ,7/28/2023,6100,6300,6200
West Bengal,Darjeeling,Karsiyang(Matigara),Carrot,Other,FAQ,7/28/2023,5000,6000,5500
Gujarat,Rajkot,Gondal(Veg.market Gondal),Carrot,Carrot,FAQ,7/29/2023,1500,4000,2750
Haryana,Ambala,Ambala Cantt.,Carrot,Carrot,FAQ,7/29/2023,1000,1400,1200
Haryana,Bhiwani,Bhiwani,Carrot,Carrot,FAQ,7/29/2023,1100,1500,1300
Haryana,Kurukshetra,Shahabad,Carrot,Carrot,FAQ,7/29/2023,1800,1800,1800
Himachal Pradesh,Solan,Solan,Carrot,Other,FAQ,7/29/2023,2000,2500,2200
Karnataka,Chamrajnagar,Chamaraj Nagar,Carrot,Carrot,FAQ,7/29/2023,2000,2500,2300
Kerala,Alappuzha,Aroor,Carrot,Other,FAQ,7/29/2023,4900,5100,5000
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,7/29/2023,4400,4700,4600
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,7/29/2023,6000,6500,6000
Kerala,Alappuzha,Kayamkulam,Carrot,Other,FAQ,7/29/2023,4400,4600,4500
Kerala,Ernakulam,Aluva,Carrot,Carrot,FAQ,7/29/2023,4000,6000,5000
Kerala,Ernakulam,Angamaly,Carrot,Carrot,FAQ,7/29/2023,5500,6500,6000
Kerala,Ernakulam,Kothamangalam,Carrot,Other,FAQ,7/29/2023,5000,6000,5500
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,7/29/2023,6000,7000,6500
Kerala,Ernakulam,Piravam,Carrot,Other,FAQ,7/29/2023,5000,7000,6000
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,7/29/2023,5500,6500,5700
Kerala,Idukki,Thodupuzha,Carrot,Other,FAQ,7/29/2023,5000,5500,5500
Kerala,Idukki,Vandiperiyar,Carrot,Other,FAQ,7/29/2023,1350,1350,1350
Kerala,Kasargod,Neeleswaram,Carrot,Other,FAQ,7/29/2023,5800,6200,6000
Kerala,Kollam,Kottarakkara,Carrot,Other,FAQ,7/29/2023,7000,7000,7000
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,FAQ,7/29/2023,4800,5200,5000
Kerala,Kozhikode(Calicut),Palayam,Carrot,Other,FAQ,7/29/2023,4300,4500,4400
Kerala,Kozhikode(Calicut),Perambra,Carrot,Other,FAQ,7/29/2023,5200,5500,5300
Kerala,Kozhikode(Calicut),Thamarassery,Carrot,Other,FAQ,7/29/2023,5600,6400,5700
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Carrot,Carrot,FAQ,7/29/2023,4300,4600,4600
Kerala,Malappuram,Kondotty,Carrot,Other,FAQ,7/29/2023,5800,6000,5900
Kerala,Malappuram,Manjeri,Carrot,Other,FAQ,7/29/2023,5000,5100,5050
Kerala,Thirssur,Chavakkad,Carrot,Other,FAQ,7/29/2023,4800,6000,6000
Kerala,Thiruvananthapuram,Aralamoodu,Carrot,Carrot,FAQ,7/29/2023,3000,7000,7000
Kerala,Thiruvananthapuram,Neyyatinkara,Carrot,Other,FAQ,7/29/2023,3500,4000,3800
Maharashtra,Ahmednagar,Rahata,Carrot,Other,FAQ,7/29/2023,1500,1500,1500
Maharashtra,Pune,Khed(Chakan),Carrot,Other,FAQ,7/29/2023,2000,2500,2200
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,FAQ,7/29/2023,1500,1500,1500
Maharashtra,Pune,Pune(Moshi),Carrot,Other,FAQ,7/29/2023,2000,3000,2500
Meghalaya,West Jaintia Hills,Jowai,Carrot,Carrot,FAQ,7/29/2023,6500,8000,7000
Odisha,Sundergarh,Bonai,Carrot,Other,FAQ,7/29/2023,4000,4000,4000
Odisha,Sundergarh,Panposh,Carrot,Other,FAQ,7/29/2023,2200,2600,2500
Telangana,Hyderabad,Bowenpally,Carrot,Carrot,FAQ,7/29/2023,600,4000,2600
Telangana,Hyderabad,Gudimalkapur,Carrot,Carrot,FAQ,7/29/2023,2000,4500,2000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Carrot,Carrot,FAQ,7/29/2023,3000,4500,3500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Carrot,Carrot,FAQ,7/29/2023,4500,4500,4500
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Carrot,Carrot,FAQ,7/29/2023,4500,4500,4500
Telangana,Ranga Reddy,"Ramakrisnapuram,RBZ",Carrot,Carrot,FAQ,7/29/2023,4500,4500,4500
Telangana,Warangal,Warangal,Carrot,Carrot,FAQ,7/29/2023,3500,4000,3750
West Bengal,Darjeeling,Karsiyang(Matigara),Carrot,Other,FAQ,7/29/2023,5000,6000,5500
Gujarat,Rajkot,Gondal(Veg.market Gondal),Carrot,Carrot,FAQ,7/30/2023,2000,3000,2500
Himachal Pradesh,Kullu,Bhuntar,Carrot,Other,FAQ,7/30/2023,1500,2000,1700
Kerala,Thirssur,Wadakkanchery,Carrot,Carrot,FAQ,7/30/2023,5500,6000,6000
Maharashtra,Ahmednagar,Rahata,Carrot,Other,FAQ,7/30/2023,1500,2500,2000
Maharashtra,Pune,Khed(Chakan),Carrot,Other,FAQ,7/30/2023,2000,2500,2200
Maharashtra,Pune,Pune,Carrot,Other,FAQ,7/30/2023,1000,2500,1750
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,FAQ,7/30/2023,1300,1600,1450
Maharashtra,Pune,Pune(Moshi),Carrot,Other,FAQ,7/30/2023,1500,2000,1750
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Carrot,Carrot,FAQ,7/30/2023,4500,4500,4500
Telangana,Warangal,Warangal,Carrot,Carrot,FAQ,7/30/2023,4500,5000,4750
Gujarat,Dahod,Dahod(Veg. Market),Carrot,Carrot,FAQ,7/31/2023,4500,5250,5000
Gujarat,Junagarh,Talalagir,Carrot,Other,FAQ,7/31/2023,2500,5000,3500
Gujarat,Rajkot,Gondal(Veg.market Gondal),Carrot,Carrot,FAQ,7/31/2023,2000,3000,2500
Gujarat,Surat,Surat,Carrot,Other,FAQ,7/31/2023,1300,2000,1650
Gujarat,Surendranagar,Vadhvan,Carrot,Carrot,FAQ,7/31/2023,2500,3000,2750
Haryana,Kurukshetra,Shahabad,Carrot,Carrot,FAQ,7/31/2023,1800,1800,1800
Himachal Pradesh,Hamirpur,Hamirpur,Carrot,Other,FAQ,7/31/2023,3000,4000,3500
Himachal Pradesh,Kangra,Kangra,Carrot,Other,FAQ,7/31/2023,2500,3000,2750
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Carrot,Carrot,FAQ,7/31/2023,3200,3600,3400
Himachal Pradesh,Kangra,Palampur,Carrot,Carrot,FAQ,7/31/2023,3000,3500,3250
Himachal Pradesh,Kullu,Bhuntar,Carrot,Other,FAQ,7/31/2023,1500,2000,1700
Jammu and Kashmir,Kathua,Kathua,Carrot,Other,FAQ,7/31/2023,3000,4000,3500
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,FAQ,7/31/2023,3000,5500,4000
Karnataka,Chamrajnagar,Chamaraj Nagar,Carrot,Carrot,FAQ,7/31/2023,2000,2500,2300
Karnataka,Chikmagalur,Chikkamagalore,Carrot,Other,FAQ,7/31/2023,2637,3037,2837
Kerala,Alappuzha,Aroor,Carrot,Other,FAQ,7/31/2023,4800,5000,4900
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,7/31/2023,4800,5100,5000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,7/31/2023,6000,6500,6000
Kerala,Alappuzha,Kayamkulam,Carrot,Other,FAQ,7/31/2023,5200,5400,5300
Kerala,Alappuzha,Mannar,Carrot,Other,FAQ,7/31/2023,5000,5200,5100
Kerala,Ernakulam,Angamaly,Carrot,Carrot,FAQ,7/31/2023,5500,6500,6000
Kerala,Ernakulam,Moovattupuzha,Carrot,Carrot,FAQ,7/31/2023,3900,4100,4000
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,7/31/2023,6000,7000,6500
Kerala,Ernakulam,Piravam,Carrot,Other,FAQ,7/31/2023,6500,7500,7000
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,7/31/2023,6000,7000,6200
Kerala,Idukki,Adimali,Carrot,Carrot,FAQ,7/31/2023,6000,7000,6000
Kerala,Idukki,Thodupuzha,Carrot,Other,FAQ,7/31/2023,4500,5000,5000
Kerala,Kollam,Kottarakkara,Carrot,Other,FAQ,7/31/2023,7000,7000,7000
Kerala,Kottayam,Ettumanoor,Carrot,Carrot,FAQ,7/31/2023,5000,5400,5200
Kerala,Kottayam,Pala,Carrot,Carrot,FAQ,7/31/2023,5500,7000,6000
Kerala,Kottayam,Thalayolaparambu,Carrot,Carrot,FAQ,7/31/2023,5000,5600,5400
Kerala,Kozhikode(Calicut),Perambra,Carrot,Other,FAQ,7/31/2023,5200,5500,5300
Kerala,Malappuram,Kottakkal,Carrot,Other,FAQ,7/31/2023,5100,5200,5150
Kerala,Malappuram,Manjeri,Carrot,Other,FAQ,7/31/2023,4800,4900,4850
Kerala,Malappuram,Thirurrangadi,Carrot,Other,FAQ,7/31/2023,5500,5500,5500
Kerala,Palakad,Koduvayoor,Carrot,Other,FAQ,7/31/2023,4000,4800,4400
Kerala,Palakad,Palakkad,Carrot,Carrot,FAQ,7/31/2023,5000,6000,5600
Kerala,Palakad,Pattambi,Carrot,Carrot,FAQ,7/31/2023,5000,5500,5200
Kerala,Thirssur,Chelakkara,Carrot,Other,FAQ,7/31/2023,7000,7500,7200
Kerala,Thirssur,Kodungalloor,Carrot,Other,FAQ,7/31/2023,4400,4400,4400
Kerala,Thiruvananthapuram,Aralamoodu,Carrot,Carrot,FAQ,7/31/2023,5000,5000,5000
Kerala,Thiruvananthapuram,Neyyatinkara,Carrot,Other,FAQ,7/31/2023,4500,5000,4700
Kerala,Thiruvananthapuram,Vamanapuram,Carrot,Other,FAQ,7/31/2023,4500,5000,4800
Maharashtra,Pune,Pune,Carrot,Other,FAQ,7/31/2023,1000,2500,1750
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,FAQ,7/31/2023,1200,1700,1450
Maharashtra,Pune,Pune(Moshi),Carrot,Other,FAQ,7/31/2023,2500,3000,2750
Maharashtra,Sholapur,Akluj,Carrot,Other,FAQ,7/31/2023,4000,6000,5500
Meghalaya,East Khasi Hills,Shillong,Carrot,Carrot,FAQ,7/31/2023,8000,9000,8500
Odisha,Bargarh,Attabira,Carrot,Other,FAQ,7/31/2023,5000,5500,5200
Odisha,Ganjam,Bhanjanagar,Carrot,Carrot,FAQ,7/31/2023,3000,3200,3100
Odisha,Koraput,Koraput,Carrot,Other,FAQ,7/31/2023,4200,4400,4300
Punjab,Barnala,Barnala,Carrot,Carrot,FAQ,7/31/2023,1500,1800,1650
Punjab,Fazilka,Jalalabad,Carrot,Other,FAQ,7/31/2023,1600,1800,1800
Punjab,Jalandhar,Jalandhar City(Jalandhar),Carrot,Other,FAQ,7/31/2023,700,1100,900
Punjab,Mohali,Lalru,Carrot,Other,FAQ,7/31/2023,2000,2000,2000
Telangana,Karimnagar,Karimnagar,Carrot,Carrot,FAQ,7/31/2023,3500,3500,3500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Carrot,Carrot,FAQ,7/31/2023,3500,5000,4000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Carrot,Carrot,FAQ,7/31/2023,4500,4500,4500
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Carrot,Carrot,FAQ,7/31/2023,4500,4500,4500
Telangana,Ranga Reddy,"Ramakrisnapuram,RBZ",Carrot,Carrot,FAQ,7/31/2023,4500,4500,4500
Telangana,Warangal,Warangal,Carrot,Carrot,FAQ,7/31/2023,3600,4000,3800
West Bengal,Dakshin Dinajpur,Gangarampur(Dakshin Dinajpur),Carrot,Other,FAQ,7/31/2023,3000,3500,3300
West Bengal,Darjeeling,Kalimpong,Carrot,Other,FAQ,7/31/2023,8000,10000,9000
Chattisgarh,Durg,Durg,Carrot,Carrot,FAQ,8/1/2023,2500,3000,2750
Gujarat,Ahmedabad,Ahmedabad,Carrot,Other,FAQ,8/1/2023,1200,2100,1700
Gujarat,Rajkot,Gondal(Veg.market Gondal),Carrot,Carrot,FAQ,8/1/2023,2000,4000,3000
Gujarat,Surat,Surat,Carrot,Other,FAQ,8/1/2023,1000,2000,1500
Haryana,Jhajar,Bahadurgarh,Carrot,Other,FAQ,8/1/2023,2500,3500,3000
Haryana,Kurukshetra,Shahabad,Carrot,Carrot,FAQ,8/1/2023,1800,1800,1800
Haryana,Kurukshetra,Thanesar,Carrot,Carrot,FAQ,8/1/2023,2500,3500,3000
Himachal Pradesh,Chamba,Chamba,Carrot,Other,FAQ,8/1/2023,3500,4000,3750
Himachal Pradesh,Hamirpur,Hamirpur,Carrot,Other,FAQ,8/1/2023,3000,4000,3500
Himachal Pradesh,Kangra,Palampur,Carrot,Carrot,FAQ,8/1/2023,3000,3500,3250
Himachal Pradesh,Kullu,Bhuntar,Carrot,Other,FAQ,8/1/2023,1500,2000,1700
Himachal Pradesh,Mandi,Mandi(Mandi),Carrot,Carrot,FAQ,8/1/2023,2000,3000,2500
Himachal Pradesh,Shimla,Shimla,Carrot,Carrot,FAQ,8/1/2023,3000,4000,3200
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Carrot,Other,FAQ,8/1/2023,2500,3000,2750
Jammu and Kashmir,Kathua,Kathua,Carrot,Other,FAQ,8/1/2023,3000,4000,3500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Carrot,Carrot,FAQ,8/1/2023,4000,4200,4100
Karnataka,Bangalore,Doddaballa Pur,Carrot,Other,FAQ,8/1/2023,2000,3000,2500
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,FAQ,8/1/2023,4000,6000,5000
Karnataka,Chamrajnagar,Chamaraj Nagar,Carrot,Carrot,FAQ,8/1/2023,2200,2600,2400
Karnataka,Chikmagalur,Bagepalli,Carrot,Carrot,FAQ,8/1/2023,2000,2500,2200
Karnataka,Davangere,Davangere,Carrot,Carrot,FAQ,8/1/2023,2800,3200,3000
Karnataka,Kolar,Bangarpet,Carrot,Carrot,FAQ,8/1/2023,1300,3000,2100
Karnataka,Kolar,Chickkaballapura,Carrot,Carrot,FAQ,8/1/2023,2500,3000,2900
Karnataka,Kolar,Chintamani,Carrot,Carrot,FAQ,8/1/2023,2500,3500,3000
Karnataka,Kolar,Kolar,Carrot,Carrot,FAQ,8/1/2023,1500,3500,2500
Karnataka,Shimoga,Shimoga,Carrot,Carrot,FAQ,8/1/2023,3800,4000,3900
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,8/1/2023,4800,5100,5000
Kerala,Alappuzha,Cherthala,Carrot,Carrot,FAQ,8/1/2023,6000,6150,6100
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,8/1/2023,7000,7500,7000
Kerala,Alappuzha,Kayamkulam,Carrot,Other,FAQ,8/1/2023,5400,5600,5500
Kerala,Ernakulam,Angamaly,Carrot,Carrot,FAQ,8/1/2023,5600,6600,6100
Kerala,Ernakulam,Perumbavoor,Carrot,Carrot,FAQ,8/1/2023,6000,7000,6500
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,FAQ,8/1/2023,6000,7000,6200
Kerala,Idukki,Adimali,Carrot,Carrot,FAQ,8/1/2023,7000,8000,7000
Kerala,Idukki,Thodupuzha,Carrot,Other,FAQ,8/1/2023,4500,5000,5000
Kerala,Idukki,Vandiperiyar,Carrot,Other,FAQ,8/1/2023,1680,1680,1680
Kerala,Kasargod,Neeleswaram,Carrot,Other,FAQ,8/1/2023,6200,6400,6300
Kerala,Kollam,Chathanoor,Carrot,Other,FAQ,8/1/2023,7800,8200,8000
Kerala,Kollam,Kottarakkara,Carrot,Other,FAQ,8/1/2023,7000,7000,7000
Kerala,Kollam,Punalur,Carrot,Other,FAQ,8/1/2023,7000,7400,7200
Kerala,Kottayam,Kottayam,Carrot,Carrot,FAQ,8/1/2023,5000,5400,5200
Kerala,Kottayam,Thalayolaparambu,Carrot,Carrot,FAQ,8/1/2023,5200,5600,5500
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,FAQ,8/1/2023,4800,5200,5000
Kerala,Kozhikode(Calicut),Palayam,Carrot,Other,FAQ,8/1/2023,4100,4300,4200
Kerala,Kozhikode(Calicut),Perambra,Carrot,Other,FAQ,8/1/2023,5200,5500,5300
Kerala,Kozhikode(Calicut),Thamarassery,Carrot,Other,FAQ,8/1/2023,4300,5000,4600
Kerala,Malappuram,Kottakkal,Carrot,Other,FAQ,8/1/2023,5100,5300,5150
Kerala,Malappuram,Manjeri,Carrot,Other,FAQ,8/1/2023,4800,4900,4850
Kerala,Palakad,Palakkad,Carrot,Carrot,FAQ,8/1/2023,4500,5000,4800
Kerala,Palakad,Pattambi,Carrot,Carrot,FAQ,8/1/2023,5000,5500,5200
Kerala,Thirssur,Chavakkad,Carrot,Other,FAQ,8/1/2023,5400,6400,6400
Kerala,Thirssur,Chelakkara,Carrot,Other,FAQ,8/1/2023,8000,8500,8200
Kerala,Thirssur,Thrissur,Carrot,Carrot,FAQ,8/1/2023,4000,4500,4200
Kerala,Thiruvananthapuram,Aralamoodu,Carrot,Carrot,FAQ,8/1/2023,4000,6000,6000
Kerala,Thiruvananthapuram,Neyyatinkara,Carrot,Other,FAQ,8/1/2023,5400,6000,5700
Kerala,Thiruvananthapuram,Parassala,Carrot,Carrot,FAQ,8/1/2023,3000,3000,3000
Madhya Pradesh,Katni,Katni(F&V),Carrot,Other,FAQ,8/1/2023,2000,2000,2000
Maharashtra,Ahmednagar,Ahmednagar,Carrot,Other,FAQ,8/1/2023,1400,2000,1700
Maharashtra,Ahmednagar,Rahata,Carrot,Other,FAQ,8/1/2023,1500,2500,2000
Maharashtra,Jalgaon,Bhusaval,Carrot,Other,FAQ,8/1/2023,2000,2000,2000
Maharashtra,Jalgaon,Jalgaon,Carrot,Other,FAQ,8/1/2023,2000,2000,2000
Maharashtra,Mumbai,Mumbai,Carrot,Other,FAQ,8/1/2023,3200,3800,3500
Maharashtra,Nagpur,Kamthi,Carrot,Other,FAQ,8/1/2023,2500,3500,3000
Maharashtra,Nagpur,Nagpur,Carrot,Other,FAQ,8/1/2023,1800,2000,1950
Maharashtra,Pune,Khed(Chakan),Carrot,Other,FAQ,8/1/2023,2000,2500,2200
Maharashtra,Pune,Pune,Carrot,Other,FAQ,8/1/2023,1000,2500,1750
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,FAQ,8/1/2023,1100,1600,1350
Maharashtra,Pune,Pune(Moshi),Carrot,Other,FAQ,8/1/2023,2000,3000,2500
Maharashtra,Raigad,Panvel,Carrot,Other,FAQ,8/1/2023,3000,3200,3100
Maharashtra,Sholapur,Solapur,Carrot,Other,FAQ,8/1/2023,1500,2500,2000
Maharashtra,Thane,Kalyan,Carrot,Other,FAQ,8/1/2023,1800,2400,2100
Meghalaya,East Khasi Hills,Shillong,Carrot,Carrot,FAQ,8/1/2023,7500,10000,9000
Meghalaya,East Khasi Hills,Sohra,Carrot,Other,FAQ,8/1/2023,80000,84000,82000
Meghalaya,West Jaintia Hills,Jowai,Carrot,Carrot,FAQ,8/1/2023,7000,9000,8000
NCT of Delhi,Delhi,Azadpur,Carrot,Carrot,FAQ,8/1/2023,500,3000,1667
Odisha,Bolangir,Bolangir,Carrot,Other,FAQ,8/1/2023,5800,6000,5800
Odisha,Sundergarh,Bonai,Carrot,Other,FAQ,8/1/2023,6000,6000,6000
Odisha,Sundergarh,Sargipali,Carrot,Other,FAQ,8/1/2023,4000,4500,4200
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi),Carrot,Carrot,FAQ,8/1/2023,600,1000,800
Punjab,Faridkot,Faridkot,Carrot,Carrot,FAQ,8/1/2023,2000,2500,2000
Punjab,Fazilka,Jalalabad,Carrot,Other,FAQ,8/1/2023,2000,2000,2000
Punjab,Jalandhar,Jalandhar City(Jalandhar),Carrot,Other,FAQ,8/1/2023,800,1400,1100
Punjab,Sangrur,Bhawanigarh,Carrot,Other,FAQ,8/1/2023,1800,1800,1800
Rajasthan,Bikaner,Bikaner(F&V),Carrot,Other,FAQ,8/1/2023,1300,1500,1400
Rajasthan,Udaipur,Udaipur(F&V),Carrot,Other,FAQ,8/1/2023,2000,2000,2000
Telangana,Hyderabad,Bowenpally,Carrot,Carrot,FAQ,8/1/2023,600,4000,2500
Telangana,Hyderabad,Erragadda(Rythu Bazar),Carrot,Carrot,FAQ,8/1/2023,4500,4500,4500
Telangana,Hyderabad,Gudimalkapur,Carrot,Carrot,FAQ,8/1/2023,1800,4000,2000
Telangana,Hyderabad,L B Nagar,Carrot,Carrot,FAQ,8/1/2023,4000,6000,5000
Telangana,Hyderabad,Mahboob Manison,Carrot,Carrot,FAQ,8/1/2023,2000,3000,2500
Telangana,Karimnagar,Karimnagar,Carrot,Carrot,FAQ,8/1/2023,3500,3500,3500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Carrot,Carrot,FAQ,8/1/2023,3500,4500,4000
Telangana,Medak,Siddipet(Rythu Bazar),Carrot,Carrot,FAQ,8/1/2023,2500,3500,3000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Carrot,Carrot,FAQ,8/1/2023,4500,4500,4500
Telangana,Ranga Reddy,"Ramakrisnapuram,RBZ",Carrot,Carrot,FAQ,8/1/2023,4500,4500,4500
Telangana,Warangal,Warangal,Carrot,Carrot,FAQ,8/1/2023,3800,4000,3900
Tripura,Sepahijala,Bishalgarh,Carrot,Other,FAQ,8/1/2023,14600,15000,14800
Tripura,Sepahijala,Bishramganj,Carrot,Carrot,FAQ,8/1/2023,4000,5000,4500
Uttrakhand,Dehradoon,Dehradoon,Carrot,Other,FAQ,8/1/2023,1800,2500,2200
